llm_name,metadata_format,processing_stage,url,domain,provider,name,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,manual_score
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Data publisher,2,False,opengeohub,OpenGeoHub; OpenGeoHub is identified as the provider or publisher of the dataset.,0.15384615384615385,0.11111111111111116,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Data publisher,2,False,opengeohub,OpenGeoHub; The organization listed as the provider responsible for the EcoDataCube.,0.16666666666666669,0.1071428571428571,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Data publisher,2,False,opengeohub,opengeohub; This organization is identified as the provider or publisher of the dataset.,0.14285714285714288,0.11363636363636365,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Data publisher,1,False,Cornell Lab of Ornithology,Cornell Lab of Ornithology; The Cornell Lab of Ornithology serves as the official publisher of the EOD – eBird Observation Dataset.,0.33333333333333337,0.1984732824427481,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Data publisher,1,False,University of Amsterdam / IBED,University Of Amsterdam / IBED; This institution is responsible for publishing the camera trap dataset.,0.4444444444444445,0.2815533980582524,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Data publisher,1,False,University of Amsterdam / IBED,University Of Amsterdam / IBED; This entity is recognized as the publisher of the camera trap data.,0.4,0.29292929292929293,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Data publisher,1,False,University of Amsterdam / IBED,University of Amsterdam / IBED; This institution is identified as the publisher of the dataset.,0.4444444444444445,0.3157894736842105,-1
Gemini 2.5 Flash,Croissant,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Data publisher,1,False,Zenodo,Zenodo; Zenodo is the platform that published and hosts this dataset.,0.16666666666666669,0.08695652173913049,-1
Gemini 2.5 Flash,Croissant,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Data publisher,1,False,Zenodo,Zenodo; This is the organization or platform responsible for hosting and disseminating the dataset.,0.13333333333333333,0.06060606060606055,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Date last modified,2,False,2016-11-01,2024-09-03; The last modification date of the dataset's metadata.,0.0,0.07692307692307687,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Date last modified,1,False,a month ago,A Month Ago; The metadata for this resource was last updated approximately one month prior to the observation.,0.2857142857142857,0.09090909090909094,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Date last modified,1,False,2 months ago,Ecotopenkaart Waddenzee (2017); The metadata for this resource was last updated approximately three months ago.,0.2222222222222222,0.10810810810810811,-1
Gemini 2.5 Flash,Croissant,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Date last modified,0,True,N/A,"HLSS30 Dataset; The historical assets of the HLSS30 dataset are currently being ingested, with this process expected to finish in 2025.",0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Date last modified,2,False,2019-03-19,May 2019; The date when the dataset was last updated or modified.,0.13333333333333333,0.06153846153846154,-1
Gemini 2.5 Flash,Croissant,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Date last modified,0,True,N/A,Version 6.1; The MOD09A1 Version 6.1 product includes improvements from various calibration changes.,0.0,0.010000000000000009,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Date last modified,0,True,N/A,2022-12-31 00:00:00 UTC; This date represents the latest point in time covered by the dataset's temporal extent.,0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Date last modified,0,True,N/A,Not Specified; The exact date of modification for this dataset or its metadata is not explicitly provided in the text.,0.0,0.008474576271186418,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Date last modified,0,True,N/A,2022-12-31; The most recent date up to which the temporal extent of the EcoDataCube dataset extends.,0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Date last modified,0,True,N/A,"2020-12-31 00:00:00 UTC; This date marks the end of the temporal extent covered by the dataset, indicating its most recent data point or revision.",0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Date last modified,2,False,"September 27, 2024","September 27, 2024; This date indicates when the metadata associated with the EOD – eBird Observation Dataset was most recently updated.",0.2608695652173913,0.13235294117647056,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Date last modified,1,False,"July 5, 2024","July 5, 2024; This is the date when the metadata of the dataset was last updated.",0.3157894736842105,0.14814814814814814,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Date last modified,1,False,"July 4, 2024","July 4, 2024; This date indicates the most recent modification of the dataset's metadata.",0.33333333333333337,0.1348314606741573,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Date last modified,2,False,"July 4, 2024","July 4, 2024; This date indicates when the metadata for the dataset was last updated.",0.33333333333333337,0.14117647058823535,-1
Gemini 2.5 Flash,Croissant,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Date last modified,2,False,"June 11, 2024","June 11, 2024; The dataset was last updated or modified on June 11, 2024.",0.35294117647058826,0.17808219178082196,-1
Gemini 2.5 Flash,Croissant,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Date last modified,1,False,"September 6, 2023","September 6, 2023; This is the most recent date on which the dataset or its metadata was updated.",0.2857142857142857,0.17525773195876293,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Date published,1,False,2016-11-01,2016-11-01; The publication date of the WMR - TMAP: Ecotopenkaart dataset.,0.4,0.1351351351351351,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Date published,1,False,2025-04-11,2025-04-11; This is the specific date when the Waddenbalans 2024 report was published.,0.33333333333333337,0.11627906976744184,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Date published,1,False,2017-01-31,"Ecotopenkaart Waddenzee (2017); The Ecotopenkaart Waddenzee (2017) dataset was published on January 31, 2017.",0.23529411764705882,0.07339449541284404,-1
Gemini 2.5 Flash,Croissant,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Date published,0,True,N/A,"HLSS30 Dataset; The HLSS30 dataset became available starting November 28, 2015.",0.0,0.012658227848101222,-1
Gemini 2.5 Flash,Croissant,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Date published,1,False,2019-04-11,2019; The year when the dataset was originally published.,0.16666666666666666,0.07017543859649122,-1
Gemini 2.5 Flash,Croissant,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Date published,0,True,N/A,2000-02-18; The temporal extent for the MOD09A1 data product begins on 2000-02-18.,0.0,0.012195121951219523,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Date published,0,True,N/A,2000-01-01 00:00:00 UTC; This date indicates the starting point of the temporal coverage for the collected Landsat data.,0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Date published,0,True,N/A,"2000-01-01 00:00:00 UTC – 2022-12-31 00:00:00 UTC; This specifies the temporal extent, indicating the period of data collection or coverage for the dataset.",0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Date published,0,True,N/A,2000-01-01; The initial date from which the temporal extent of the EcoDataCube dataset begins.,0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Date published,0,True,N/A,"2000-01-01 00:00:00 UTC; This is the start date of the temporal extent covered by the dataset, often indicating its effective publication or availability.",0.0,0.0,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Date published,1,False,"March 22, 2024","March 22, 2024; This date signifies when the EOD – eBird Observation Dataset was officially released to the public.",0.2857142857142857,0.12173913043478257,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Date published,2,False,"July 4, 2024","July 4, 2024; This is the registration date of the occurrence dataset.",0.4,0.17142857142857137,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Date published,2,False,"July 4, 2024","July 4, 2024; This date signifies when the occurrence dataset was officially registered and published.",0.33333333333333337,0.11764705882352944,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Date published,2,False,"July 4, 2024","July 4, 2024; This is the registration date of the occurrence dataset.",0.4,0.17142857142857137,-1
Gemini 2.5 Flash,Croissant,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Date published,1,False,"June 3, 2024","June 3, 2024; The dataset was initially published on June 3, 2024, as indicated on the dataset page.",0.2857142857142857,0.12,-1
Gemini 2.5 Flash,Croissant,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Date published,1,False,"September 5, 2023","September 5, 2023; This is the specific date when the first version of the dataset was officially made public.",0.2727272727272727,0.15454545454545454,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Description,1,False,"For the proper management of areas such as the Wadden Sea, a consistent and unambiguous insight into the changes in the various landscape units is of great importance. One of the ways to make changes in ecosystems and landscapes visible is with ecotope maps. Ecotopes are “spatially delimited ecological units, the composition and development of which are determined by abiotic, biotic and anthropogenic conditions on site. An ecotope is a recognizable, more or less homogeneous landscape unit.” (Bouma et al., 2005). Ecotope maps are derived from a number of underlying maps of mainly physical factors, which together determine the characteristics of an ecotope. In the Netherlands, the RijksWateren-EcotopenStelsel (RWES) developed by Rijkswaterstaat is used, which has been elaborated for salt waters in the Zoute wateren EcotopenStelsel.",WMR - TMAP: Ecotopenkaart; An ecotope map for the Wadden Sea used to gain insight into changes in ecosystems and landscapes.,0.14965986394557823,0.11533888228299638,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Description,1,False,"The three Wadden provinces – North Holland, Friesland and Groningen – jointly present the Wadden Balance 2024. This periodic socio-economic monitor provides an up-to-date picture of the broad prosperity and economic activities in the Wadden area. The results show that the broad prosperity in the region differs between the Wadden Islands, port municipalities and coastal municipalities. The Wadden Balance focuses on 14 municipalities in the Wadden area with a total of more than 460,000 inhabitants. The monitor was drawn up by Het PON & Telos, commissioned by the Wadden provinces and in consultation with the Wadden municipalities and the Ministry of LVVN. The monitor uses reliable, regularly available data. Themes such as health, income, well-being, mobility and social cohesion are made clear and compared with national trends for the Wadden area.",Waddenbalans 2024; This periodic socio-economic monitor offers an up-to-date picture of broad prosperity and economic activities in the Wadden area.,0.2692307692307692,0.16608187134502927,-1
Gemini 2.5 Flash,Croissant,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Description,1,False,"An ecotope is an ecomorphological, landscape mappable unit. The ecotope system is classified based on the criteria height, current velocity, wave height, drying period, geomorphology, salinity and sediment composition. With the ecotope classification, gradual transitions in these variables are converted into discrete, mappable units. Changes in ecologically relevant changes in current velocity etc. are thus clearly quantifiable and can be used for explorations, planning studies and evaluations of construction and management.","Ecotopenkaart Waddenzee (2017); The Ecotopenkaart Waddenzee (2017) is a map representing ecomorphological, landscape-mappable units called ecotopes, classified by criteria such as height, flow velocity, wave height, dry-fall duration, geomorphology, salinity, and sediment composition.",0.32075471698113206,0.2773584905660378,-1
Gemini 2.5 Flash,Croissant,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Description,1,False,"The Harmonized Landsat Sentinel-2 (HLS) project provides consistent surface reflectance data from the Operational Land Imager (OLI) aboard the joint NASA/USGS Landsat 8 satellite and the Multi-Spectral Instrument (MSI) aboard Europes Copernicus Sentinel-2A satellites. The combined measurement enables global observations of the land every 2-3 days at 30-meter (m) spatial resolution. The HLS project uses a set of algorithms to obtain seamless products from OLI and MSI that include atmospheric correction, cloud and cloud-shadow masking, spatial co-registration and common gridding, illumination and view angle normalization, and spectral bandpass adjustment. The HLS project distributes data as two separate products: HLSL30 (Landsat 8/9) and HLSS30 (Sentinel-2 A/B). They both provide 30m Nadir Bidirectional Reflectance Distribution Function (BRDF), Adjusted Reflectance (NBAR).",HLSS30; The HLSS30 project provides consistent surface reflectance data from Europe's Copernicus Sentinel-2A satellites for global land observations.,0.20134228187919465,0.15175537938844852,-1
Gemini 2.5 Flash,Croissant,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Description,1,False,"The Dutch forest reserves network encompasses about 60 forest reserves representing all major forest types in the Netherlands. The reserves were designated between 1983 and 2000. The present Access-database presents all measurements (mostly between 1982 and 2005) on trees and regeneration in circular sample plots throughout the reserves and in a one ha rectangular core area in each reserve. The data set also includes map data at the reserve level (such as reserve boundaries, samples plots and core areas) and of GIS files derived from tree measurements in the core area.","Dutch Forest Reserves Database and Network Description; This dataset describes the Dutch forest reserves network, which includes data on trees and regeneration measurements, map data, and GIS files from approximately 60 forest reserves designated between 1983 and 2000 in the Netherlands.",0.2706766917293233,0.29391304347826086,-1
Gemini 2.5 Flash,Croissant,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Description,1,False,"The Moderate Resolution Imaging Spectroradiometer (MODIS) Terra MOD09A1 Version 6.1 product provides an estimate of the surface spectral reflectance of Terra MODIS Bands 1 through 7 corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the seven 500 meter (m) reflectance bands are two quality layers and four observation bands. For each pixel, a value is selected from all the acquisitions within the 8-day composite period. The criteria for the pixel choice include cloud and solar zenith. When several acquisitions meet the criteria the pixel with the minimum channel 3 (blue) value is used.","MOD09A1; The MODIS Terra MOD09A1 Version 6.1 product estimates surface spectral reflectance for MODIS Bands 1 through 7, corrected for atmospheric conditions.",0.34146341463414626,0.2300469483568075,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Description,1,False,Blue band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD blue band from 2000 to 2022.,Cloud-free Reconstructed Landsat Yearly Blue Band; Blue band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD blue band from 2000 to 2022.,0.8444444444444443,0.6709677419354838,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Description,1,False,Green band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD green band from 2000 to 2022.,Green Band Aggregated Yearly From 30-m Bi-monthly Gapfilled GLAD Landsat ARD Green Band From 2000 To 2022; This explains that the data represents a yearly aggregated green band from Landsat imagery.,0.7307692307692308,0.48484848484848486,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Description,1,False,"[NDVI](Tucker, 1979) quantifies vegetation greenness, computed from 30-m bi-monthly aggregated and gapfilled GLAD Landsat ARD from 2000 to 2022.","NDVI; NDVI quantifies vegetation greenness, computed from 30-m bi-monthly aggregated and gapfilled GLAD Landsat ARD from 2000 to 2022.",0.9302325581395349,0.8958333333333334,-1
Gemini 2.5 Flash,Croissant,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Description,1,False,Actual Natural Vegetation (ANV): probability of occurrence for the Pedunculate oak in its realized environment for the period 2000 - 2033,Actual Natural Vegetation (ANV): probability of occurrence for the Pedunculate oak in its realized environment for the period 2000 - 2033; This statement describes the dataset's content regarding the probability of Pedunculate oak occurrence.,0.7407407407407407,0.5661157024793388,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Description,1,False,"eBird is a collective enterprise that takes a novel approach to citizen science by developing cooperative partnerships among experts in a wide range of fields: population ecologists, conservation biologists, quantitative ecologists, statisticians, computer scientists, GIS and informatics specialists, application developers, and data administrators. Managed by the Cornell Lab of Ornithology eBird’s goal is to increase data quantity through participant recruitment and engagement globally, but also to quantify and control for data quality issues such as observer variability, imperfect detection of species, and both spatial and temporal bias in data collection. eBird data are openly available and used by a broad spectrum of students, teachers, scientists, NGOs, government agencies, land managers, and policy makers. The result is that eBird has become a major source of biodiversity data, increasing our knowledge of the dynamics of species distributions, and having a direct impact on the conservation of birds and their habitats.",EOD – eBird Observation Dataset; The EOD – eBird Observation Dataset is a collective citizen science enterprise managed by the Cornell Lab of Ornithology to increase biodiversity data quantity and quality for birds.,0.2222222222222222,0.16281310211946054,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Description,1,False,"This camera trap pilot 1 was primarily focused on testing camera deployment, data accumulation and data transmission (4G coverage) in a remote dune location of the Netherlands. Three Snyper Commander cameras were deployed from August 13th 2021 to August 2023 (approx. 747 days). The three cameras were placed within exclosures (locations Zilkerpad, van Limburgstirum Vallei and Wolfsveld in the Amsterdam Water Supply Dunes), at 30 cm above the ground. All images from 14th of August 2021 until 31st of December 2022 were annotated, with a total of 30,464 images over 505 days from the three cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","Camera Trap Pilot 1 Description; This camera trap pilot 1 was primarily focused on testing camera deployment, data accumulation and data transmission (4G coverage) in a remote dune location of the Netherlands.",0.33333333333333337,0.19350649350649352,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Description,1,False,"Camera trap pilot 2 was a test of the difference in species detection and data accumulation between a Snyper Commander camera with a regular lens (52°) and one with a wide lens (100°). The cameras were deployed at 30 cm above the ground within the herbivore exclosure Zeeveld Noord in the Amsterdam Water Supply Dunes from 14th of August 2021 to 24th of September 2021. During this pilot, a solar panel failure caused the cameras to stop recording data from the 24th of August 2021 to the 6th of September (14 days). During annotation, only days in which both cameras were operational were annotated. This led to a total of 1,113 images over 28 days from the two cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","Camera Trap Data Recorded During Pilot Studies In The Amsterdamse Waterleidingduinen - Pilot 2; This dataset details camera trap data collected during pilot studies in the Amsterdamse Waterleidingduinen, focusing on species detection differences between camera types.",0.12765957446808512,0.2080856123662307,-1
Gemini 2.5 Flash,Croissant,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Description,1,False,"Camera trapping pilot 3 was a test of the effect of lens angle, as well as a test of the influence of camera height and being deployed outside herbivore exclosures (security, herbivore damage, more varied habitat types). At each of three locations (all in the area Westweg of the Amsterdam Water Supply Dunes), both a regular lens Snyper Commander camera (52°) and a wide lens Wilsus Tradenda camera (100°) were deployed (n = 6 cameras). The cameras were placed at different heights at each location (30 cm, 40 cm and 50 cm above the ground). A month of data from this pilot was annotated, from 1st March 2023 to 31st of March 2023. This led to a total of 16,020 annotated images over 31 days from six cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","Camera trap data recorded during pilot studies in the Amsterdamse Waterleidingduinen - pilot 3; This dataset contains camera trap data recorded during pilot studies in the Amsterdamse Waterleidingduinen, focusing on the effect of lens angle, camera height, and deployment outside herbivore exclosures.",0.15841584158415842,0.2090909090909091,-1
Gemini 2.5 Flash,Croissant,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Description,1,False,"Three camera trap data packages (https://camtrap-dp.tdwg.org/) of data collected as part of pilot studies carried out in the  Amsterdamse Waterleidingduinen. The pilots were aimed at determining how different types of camera deployment (e.g. regular vs. wide lens, various heights, inside/outside exclosures) might influence species detections, and how to deploy autonomous wildlife monitoring networks. Two pilots were conducted in herbivore exclosures and mainly detected European rabbits (Oryctolagus cuniculus) and red fox (Vulpes vulpes). The third pilot was conducted outside exclosures, with the European fallow deer (Dama dama) being most prevalent. Across all three pilots, a total of 47,597 images were annotated using the Agouti platform. All annotations were verified and quality-checked by a human expert. A total of 2,779 observations of 20 different species (including humans) were observed using 11 wildlife cameras during 2021–2023. The raw image files (excluding humans), image metadata, deployment metadata and observations from each pilot are shared using the Camtrap DP open standard and the extended data publishing capabilities of GBIF to increase the findability, accessibility, interoperability, and reusability of this data. The data are freely available and can be used for developing artificial intelligence (AI) algorithms that automatically detect and identify species from wildlife camera images.",Repository Of Camera Trap Data Recorded During Three Pilot Studies Of The Amsterdamse Waterleidingduinen; This dataset is a repository of camera trap data collected from three pilot studies conducted in the Amsterdamse Waterleidingduinen.,0.11522633744855967,0.12964260686755436,-1
